Person/Group,ulan
https://data.getty.edu/provenance/9270065e-a853-3de1-bb90-d71c04b10422,http://vocab.getty.edu/ulan/500439888
https://data.getty.edu/provenance/f1616582-43f1-3cb9-8f89-e11710c02bc9,http://vocab.getty.edu/ulan/500446290
https://data.getty.edu/provenance/95f74572-7116-37d1-a7cd-e02e57be0380,http://vocab.getty.edu/ulan/500445404
https://data.getty.edu/provenance/ea666d34-7c3d-31b7-8b1f-552775a5ca2b,http://vocab.getty.edu/ulan/500448162
https://data.getty.edu/provenance/3a0aadde-bbfa-3796-84d0-2464a7e0996a,http://vocab.getty.edu/ulan/500449691
https://data.getty.edu/provenance/99018066-a4fb-3bd5-bf13-2afaff5155c0,http://vocab.getty.edu/ulan/500445068
https://data.getty.edu/provenance/eaf41081-bff8-3cab-a48e-15450b018f06,http://vocab.getty.edu/ulan/500444336
https://data.getty.edu/provenance/e95ba204-efeb-3523-b798-f06a99d38b09,http://vocab.getty.edu/ulan/500445236
https://data.getty.edu/provenance/14fc8a51-452e-3b90-99d5-8b9f6b5e632a,http://vocab.getty.edu/ulan/500445723
https://data.getty.edu/provenance/1819b4b0-36bb-331e-865c-9fceef7fb24c,http://vocab.getty.edu/ulan/500436687
https://data.getty.edu/provenance/6b1e10b4-4e29-3b53-bc73-8227e21b8609,http://vocab.getty.edu/ulan/500449765
https://data.getty.edu/provenance/2c09d582-c53f-3be7-9016-73277c1ebb7f,http://vocab.getty.edu/ulan/500445101
https://data.getty.edu/provenance/9bee63bc-c412-3bc9-9cd8-1e96af055571,http://vocab.getty.edu/ulan/500443682
https://data.getty.edu/provenance/b6028a48-7dc0-33d4-b6c5-ea8471b31434,
https://data.getty.edu/provenance/94b80d18-6e11-3e18-bdd3-89623eb4e536,http://vocab.getty.edu/ulan/500413033
https://data.getty.edu/provenance/afb3896c-083e-3ffe-9e5a-7d8cc92d69fc,http://vocab.getty.edu/ulan/500446309
https://data.getty.edu/provenance/644ba239-e096-31a6-9bd5-0d657e93d659,http://vocab.getty.edu/ulan/500444291
https://data.getty.edu/provenance/3f06f620-fe66-3c98-8193-84e472ed52c7,http://vocab.getty.edu/ulan/500436123
https://data.getty.edu/provenance/8d349a14-2b2d-3198-a24e-39fb3a74ef92,http://vocab.getty.edu/ulan/500434827
https://data.getty.edu/provenance/8d45f66c-68fb-38d6-b187-10732bc04535,http://vocab.getty.edu/ulan/500434841
https://data.getty.edu/provenance/265e34f4-83f6-32cc-8488-82b2f0985da3,http://vocab.getty.edu/ulan/500410951
https://data.getty.edu/provenance/906f0586-534d-3d6e-8d59-839aca34d045,http://vocab.getty.edu/ulan/500444694
https://data.getty.edu/provenance/c7b8132d-ce9f-3e88-8dbe-30e7b74a6b36,http://vocab.getty.edu/ulan/500439646
https://data.getty.edu/provenance/ff2dd0ba-473b-39e2-86cb-71a9a58616cd,http://vocab.getty.edu/ulan/500444701
https://data.getty.edu/provenance/a872aba9-8ac8-34f0-b3e6-f7a26b889922,
https://data.getty.edu/provenance/687f6763-6ab0-31bf-9e5a-20da655db742,
https://data.getty.edu/provenance/352c1272-46a4-3e36-8cfc-0722f857aa56,http://vocab.getty.edu/ulan/500446304
https://data.getty.edu/provenance/0ccea769-740b-3e11-9e91-6753b7e9741a,http://vocab.getty.edu/ulan/500444166
https://data.getty.edu/provenance/dba2b72c-08f9-38ac-b208-ef80de9494ba,http://vocab.getty.edu/ulan/500443512
https://data.getty.edu/provenance/15a13cf1-fe7e-33fb-9239-7ce9f592bf43,http://vocab.getty.edu/ulan/500444466
https://data.getty.edu/provenance/8ff7c5ea-ada1-334e-8abf-21eac991dd5d,
https://data.getty.edu/provenance/1f98e4ff-43d3-3338-bdc5-1fccac9441b4,http://vocab.getty.edu/ulan/500433660
https://data.getty.edu/provenance/f2e2637d-a864-3d16-a90a-761e08455e5e,http://vocab.getty.edu/ulan/500434824
https://data.getty.edu/provenance/bfe9b875-afa0-3d2d-93dd-0b9b5fc881b0,http://vocab.getty.edu/ulan/500447895
https://data.getty.edu/provenance/e5713532-60d5-3e93-8968-2376d1a3777c,http://vocab.getty.edu/ulan/500440837
https://data.getty.edu/provenance/ff793c68-89ac-3878-97df-9546419b5adf,http://vocab.getty.edu/ulan/500445420
https://data.getty.edu/provenance/f4b95386-3298-38c8-8ace-7a8a475207fd,http://vocab.getty.edu/ulan/500129566
https://data.getty.edu/provenance/b2f4462a-b088-3348-8465-2b8562278f53,http://vocab.getty.edu/ulan/500434812
https://data.getty.edu/provenance/2d1e661d-a059-38a0-b70b-6cc2a1654029,http://vocab.getty.edu/ulan/500260427
https://data.getty.edu/provenance/cd4fe6a8-3a56-3766-b1db-4b9fb3f9ef67,http://vocab.getty.edu/ulan/500298486
https://data.getty.edu/provenance/0dc494f7-9613-3eca-b556-768c83e34c29,http://vocab.getty.edu/ulan/500418687
https://data.getty.edu/provenance/011dece9-998e-383e-a837-d48540ab9c01,
https://data.getty.edu/provenance/e3f7318b-1558-35d1-a79c-9ccf7c2e5374,http://vocab.getty.edu/ulan/500434810
https://data.getty.edu/provenance/2ce1dc0c-90e3-3301-85f1-db086bd2ab4b,http://vocab.getty.edu/ulan/500409414
https://data.getty.edu/provenance/fc9c6ed2-aa31-3ff2-b87a-5258785fb0f6,
https://data.getty.edu/provenance/1a36c831-2551-3d43-853c-33f7ab960c0a,http://vocab.getty.edu/ulan/500444557
https://data.getty.edu/provenance/2a9ecaf4-9aa7-34d2-a10c-da2eb4e035ba,http://vocab.getty.edu/ulan/500405353
https://data.getty.edu/provenance/d98940e3-dca8-3b93-880e-7010a951b69a,http://vocab.getty.edu/ulan/500449041
https://data.getty.edu/provenance/4644d4ec-be5c-348f-913a-33d4b032f883,http://vocab.getty.edu/ulan/500362951
https://data.getty.edu/provenance/47a8f4f7-edd0-3607-861d-4325d6ba4003,http://vocab.getty.edu/ulan/500304306
https://data.getty.edu/provenance/cc6bff78-b640-330c-a490-fbee63f03880,
https://data.getty.edu/provenance/1660489f-99ea-3587-be2a-84110d37d619,http://vocab.getty.edu/ulan/500437571
https://data.getty.edu/provenance/b4a1a207-df81-3f8d-ae3b-178ad4f6f0bf,http://vocab.getty.edu/ulan/500435647
https://data.getty.edu/provenance/170c4d14-22e2-3732-bd03-f8a86afd1a96,http://vocab.getty.edu/ulan/500304275
https://data.getty.edu/provenance/0f8f846e-902b-36f5-95f3-b8efb4ba84f7,http://vocab.getty.edu/ulan/500450033
https://data.getty.edu/provenance/898f5463-f438-3497-bac9-5d8b64c58504,
https://data.getty.edu/provenance/c25877d1-f9e9-3069-a817-39fe38748de5,http://vocab.getty.edu/ulan/500446124
https://data.getty.edu/provenance/16716c92-36fd-3b1e-8f55-7ea2f6b76765,http://vocab.getty.edu/ulan/500443798
https://data.getty.edu/provenance/27ba83f6-cf29-3059-8d92-bc44e723844c,http://vocab.getty.edu/ulan/500445327
https://data.getty.edu/provenance/cd8aa78e-a168-38ce-afcd-8649a7cd42d1,http://vocab.getty.edu/ulan/500304689
https://data.getty.edu/provenance/7bc67e50-e51f-3918-b754-0d0ff64c26d8,http://vocab.getty.edu/ulan/500445645
https://data.getty.edu/provenance/a1509945-27f1-3477-8116-fe1e18d676a6,http://vocab.getty.edu/ulan/500444928
https://data.getty.edu/provenance/363d29eb-9442-3b11-91dd-0633b9ac09a9,
https://data.getty.edu/provenance/2e51e8d2-c34d-3520-8438-2c8b6d2881f5,http://vocab.getty.edu/ulan/500449728
https://data.getty.edu/provenance/fa116996-a347-38ec-8bc9-5fd58c4a3b06,http://vocab.getty.edu/ulan/500445333
https://data.getty.edu/provenance/6fd47c05-71c7-32f9-91f5-428544d03d48,http://vocab.getty.edu/ulan/500444643
https://data.getty.edu/provenance/d2555905-7c24-3f3c-867c-aee99615aefc,http://vocab.getty.edu/ulan/500409399
https://data.getty.edu/provenance/b7b44f02-115e-30de-824e-c28c31c957de,http://vocab.getty.edu/ulan/500444390
https://data.getty.edu/provenance/c6bc199f-08d1-36a0-8e29-945f58f259d2,http://vocab.getty.edu/ulan/500426094
https://data.getty.edu/provenance/29fce9a5-41f4-3303-9639-6542fd744b77,
https://data.getty.edu/provenance/ab1fbca0-5ab1-3c31-98e2-a9fd337936f2,http://vocab.getty.edu/ulan/500434094
https://data.getty.edu/provenance/35960405-8a76-35aa-a2a4-d859db851209,
https://data.getty.edu/provenance/9ee51353-a927-3195-a601-2c72ca5eb0aa,http://vocab.getty.edu/ulan/500445610
https://data.getty.edu/provenance/2cf9b810-740e-337c-92fb-948668e1028e,http://vocab.getty.edu/ulan/500449370
https://data.getty.edu/provenance/b86d8dc2-0a9c-3b19-b6c2-b621fb09c8e2,http://vocab.getty.edu/ulan/500446101
https://data.getty.edu/provenance/cf458039-08c7-3e48-b61d-7025d2021bb8,http://vocab.getty.edu/ulan/500448993
https://data.getty.edu/provenance/34a00754-0991-356e-b97a-1611add8dbd1,http://vocab.getty.edu/ulan/500445535
https://data.getty.edu/provenance/d48f65a2-213e-35a4-ac58-1fa92d56b639,http://vocab.getty.edu/ulan/500303950
https://data.getty.edu/provenance/4c754b3e-8a27-3c94-acf8-80687a5e66ab,http://vocab.getty.edu/ulan/500443203
https://data.getty.edu/provenance/5bf56eed-e359-3057-bf79-435ae8ca13ab,http://vocab.getty.edu/ulan/500398976
https://data.getty.edu/provenance/303dccf9-4514-34e9-a5f6-8ee1ee77add5,http://vocab.getty.edu/ulan/500445801
https://data.getty.edu/provenance/19ab168c-ae53-326f-a95b-70b4a08e0b86,http://vocab.getty.edu/ulan/500231020
https://data.getty.edu/provenance/aed3ebb5-9e6e-3df1-9707-c67bf87839f7,http://vocab.getty.edu/ulan/500310345
https://data.getty.edu/provenance/49b946ee-e6dc-307e-af3b-004f3dbfb0c2,http://vocab.getty.edu/ulan/500303995
https://data.getty.edu/provenance/6bf2326b-2cb2-3d1e-ac4a-df416d037d82,
https://data.getty.edu/provenance/2256573c-b409-3866-b209-2c1a81c17f6b,http://vocab.getty.edu/ulan/500447984
https://data.getty.edu/provenance/4dbd092a-7fec-3289-b0c3-e12e13b23edf,http://vocab.getty.edu/ulan/500303823
https://data.getty.edu/provenance/893e85e2-6b68-3a04-b7a9-85754f440a7b,
https://data.getty.edu/provenance/4aaa6896-0af5-3937-85c3-8c29b7060057,http://vocab.getty.edu/ulan/500444647
https://data.getty.edu/provenance/77134fff-4df0-317e-9d32-eeaf7bf260dc,http://vocab.getty.edu/ulan/500447932
https://data.getty.edu/provenance/113dbe0c-5907-32ec-82eb-0f50415f0118,http://vocab.getty.edu/ulan/500448615
https://data.getty.edu/provenance/5d19bbb2-1238-3fdc-aa30-1424ec90bb44,http://vocab.getty.edu/ulan/500449901
https://data.getty.edu/provenance/25f2baa4-bec7-301c-b47d-abbf105f1767,
https://data.getty.edu/provenance/98332ffc-f192-3e31-8069-8cf3b2b875fb,http://vocab.getty.edu/ulan/500449222
https://data.getty.edu/provenance/c1900636-b2e8-33e9-a7f3-a491d10ab802,http://vocab.getty.edu/ulan/500443727
https://data.getty.edu/provenance/3e04c6b2-5811-3b76-b67d-8eb78df01523,
https://data.getty.edu/provenance/41098607-bef4-3ca0-983b-c59e87e6993b,
https://data.getty.edu/provenance/6451a47f-4c30-3849-a0d5-40d54dbd70f1,http://vocab.getty.edu/ulan/500448631
https://data.getty.edu/provenance/1c9b0c49-f105-33a7-9ea3-0ec82ac6076c,http://vocab.getty.edu/ulan/500437012
https://data.getty.edu/provenance/8b20d11f-b988-3376-96a5-26582cca57ea,http://vocab.getty.edu/ulan/500444705
https://data.getty.edu/provenance/d224e889-2442-30b9-bd80-60da13fb95d7,
https://data.getty.edu/provenance/224c33ff-9b77-3dfe-9305-e7a0ebca05b4,http://vocab.getty.edu/ulan/500439877
https://data.getty.edu/provenance/7d904599-6926-31f9-9aac-4c1655fd91ff,http://vocab.getty.edu/ulan/500445859
https://data.getty.edu/provenance/2fb0eac9-a4be-386f-b617-1a8c26241758,http://vocab.getty.edu/ulan/500444881
https://data.getty.edu/provenance/2465e9a7-7624-3435-9ab2-6d37caf5e1ac,http://vocab.getty.edu/ulan/500443679
https://data.getty.edu/provenance/6ad2760e-1f6e-3a14-bea0-3592b8b5c76a,http://vocab.getty.edu/ulan/500303296
https://data.getty.edu/provenance/9f9de003-38cc-321a-a657-cccb6781236a,http://vocab.getty.edu/ulan/500447385
https://data.getty.edu/provenance/4a29118f-d923-3ad0-821d-cb670894f660,http://vocab.getty.edu/ulan/500311791
https://data.getty.edu/provenance/bd42ddf6-9ac1-3363-bdc8-b45a471026b0,http://vocab.getty.edu/ulan/500435439
https://data.getty.edu/provenance/9b17bdd5-8872-36c2-b248-a7e0a116fe7b,http://vocab.getty.edu/ulan/500444720
https://data.getty.edu/provenance/19b4f248-8764-3093-aefe-610433ed6dcf,http://vocab.getty.edu/ulan/500449810
https://data.getty.edu/provenance/84692746-0e0b-3d8d-b5aa-5089be1b424f,http://vocab.getty.edu/ulan/500434850
https://data.getty.edu/provenance/03a9c6ff-88a9-3b4f-9ad9-672d52913b90,http://vocab.getty.edu/ulan/500448251
https://data.getty.edu/provenance/35afa041-64ab-38fb-addb-d5604474985b,http://vocab.getty.edu/ulan/500447909
https://data.getty.edu/provenance/fa8e1bd3-9dd8-3550-b96f-83c2f586b2dd,http://vocab.getty.edu/ulan/500449577
https://data.getty.edu/provenance/e243cfa7-aee5-32d3-9e7c-364f67bc4048,http://vocab.getty.edu/ulan/500444747
https://data.getty.edu/provenance/305641d8-1fc5-30e0-9af1-a1a9c9eda691,http://vocab.getty.edu/ulan/500447576
https://data.getty.edu/provenance/0d0631e4-7ee4-330e-9660-3ca9072b5faf,http://vocab.getty.edu/ulan/500444965
https://data.getty.edu/provenance/1b029ccf-ced6-34f1-9f06-ee1bca2e8a7d,
https://data.getty.edu/provenance/8517f065-b0a2-3028-bbf6-10589f352352,http://vocab.getty.edu/ulan/500448250
https://data.getty.edu/provenance/012131e6-a4f1-3488-8038-646b170901e0,http://vocab.getty.edu/ulan/500446363
https://data.getty.edu/provenance/16cfa5e0-4322-3e4e-9391-9b0794a4059b,http://vocab.getty.edu/ulan/500444802
https://data.getty.edu/provenance/f8d39507-38ab-3eaf-b3a4-2f5727258956,http://vocab.getty.edu/ulan/500436614
https://data.getty.edu/provenance/e2cf31e5-0ab2-3423-9656-eb13656241ec,http://vocab.getty.edu/ulan/500426053
https://data.getty.edu/provenance/74a873e4-5c47-3243-a224-5dab40be68cb,http://vocab.getty.edu/ulan/500310718
https://data.getty.edu/provenance/a53b9548-ebc4-3003-a92d-1fb3228e8573,
https://data.getty.edu/provenance/82281038-95be-37c2-ad44-ec5d0c6ece3c,
https://data.getty.edu/provenance/11e6ba7a-0647-355d-8cd9-0baaeac4424c,
https://data.getty.edu/provenance/3fd260da-4622-3dbd-aa15-89b08745a660,http://vocab.getty.edu/ulan/500449551
https://data.getty.edu/provenance/632a193b-ba20-37e6-b341-1b98c1ee6ed5,
https://data.getty.edu/provenance/3afb3393-6310-32ae-a51e-f964ca670a1d,http://vocab.getty.edu/ulan/500444683
https://data.getty.edu/provenance/7883c31e-8b7a-35ed-89fb-0959127fb16d,http://vocab.getty.edu/ulan/500447891
https://data.getty.edu/provenance/2a53c44e-3b2a-3767-9f5a-f0956bd5026b,http://vocab.getty.edu/ulan/500303573
https://data.getty.edu/provenance/23c37f71-2204-3779-acab-6e705a11d1fb,http://vocab.getty.edu/ulan/500443538
https://data.getty.edu/provenance/daf13f6b-e657-3f36-aecd-4cc1dc0738dc,http://vocab.getty.edu/ulan/500443789
https://data.getty.edu/provenance/4297042c-ac0d-36b9-8e43-bebe7c78a2f8,http://vocab.getty.edu/ulan/500445626
https://data.getty.edu/provenance/d0d8029b-df5d-3027-9151-02f363f71e72,http://vocab.getty.edu/ulan/500447050
https://data.getty.edu/provenance/2af35ca0-6c78-3e42-86a1-98d0832ef6ec,http://vocab.getty.edu/ulan/500443516
https://data.getty.edu/provenance/c00580c6-1c3f-329a-ab40-8d09d0659fef,http://vocab.getty.edu/ulan/500303063
https://data.getty.edu/provenance/196a8295-9b9d-341e-8f78-3d1836b1cb37,http://vocab.getty.edu/ulan/500444776
https://data.getty.edu/provenance/f81878e5-086a-3572-9877-90906936438c,http://vocab.getty.edu/ulan/500303691
https://data.getty.edu/provenance/1b350d82-2827-3129-a367-9a98359d11dd,http://vocab.getty.edu/ulan/500312125
https://data.getty.edu/provenance/f31ea5ea-f8dc-326a-924b-444964812df5,http://vocab.getty.edu/ulan/500436349
https://data.getty.edu/provenance/7b7cdefb-5cfd-3c7c-941c-7860f17ad20c,http://vocab.getty.edu/ulan/500449952
https://data.getty.edu/provenance/1c42f310-496b-367f-8593-df50b160fd32,http://vocab.getty.edu/ulan/500448994
https://data.getty.edu/provenance/174cf95a-9594-37d9-acff-f087efdaaf19,http://vocab.getty.edu/ulan/500444360
https://data.getty.edu/provenance/2d1ee74b-e50f-3754-bd41-74cdc53e9f6d,http://vocab.getty.edu/ulan/500443091
https://data.getty.edu/provenance/7bb5fa98-782e-35c6-a107-888780023622,
https://data.getty.edu/provenance/cf708cb2-f804-3c47-beab-cfcdde9e5ec8,http://vocab.getty.edu/ulan/500445733
https://data.getty.edu/provenance/25c846a6-5399-353d-807d-171d65d9a325,
https://data.getty.edu/provenance/ff13fe18-d4b5-3709-9a04-546d860fc013,
https://data.getty.edu/provenance/d0e7dd29-144c-38c1-b45c-e5ea4e1855e8,
https://data.getty.edu/provenance/f6ffa461-3428-3ff8-9109-659c9ee5ce67,http://vocab.getty.edu/ulan/500447871
https://data.getty.edu/provenance/4386a7e9-e7a1-33ec-9576-6d6ca42fea2e,http://vocab.getty.edu/ulan/500443348
https://data.getty.edu/provenance/30642b25-f3fd-3e1a-9432-6b29168315d3,http://vocab.getty.edu/ulan/500449145
https://data.getty.edu/provenance/fcac30b4-0bb4-3c7c-96a8-1185dfb846db,http://vocab.getty.edu/ulan/500443915
https://data.getty.edu/provenance/a2bc2a12-08a6-3ff1-999c-8da9c2df6983,
https://data.getty.edu/provenance/32372875-d325-316e-87c6-6fd7832b830c,http://vocab.getty.edu/ulan/500446315
https://data.getty.edu/provenance/64e727a2-13cd-32d4-8fce-b042dcff6a9e,http://vocab.getty.edu/ulan/500448805
https://data.getty.edu/provenance/9d1e3e4e-1b8c-323d-b5a3-687c68d9625d,
https://data.getty.edu/provenance/09ae4c1e-28be-3dc6-82c7-657634158c81,http://vocab.getty.edu/ulan/500444335
https://data.getty.edu/provenance/fc6e854b-9a22-3320-bc0d-e19e8d9becb3,http://vocab.getty.edu/ulan/500449556
https://data.getty.edu/provenance/f25ed22f-10ff-3282-a89f-9c6c63cabaa7,http://vocab.getty.edu/ulan/500445618
https://data.getty.edu/provenance/8a429fe6-5d44-3d11-b8d0-a83bb2ee8811,http://vocab.getty.edu/ulan/500417452
https://data.getty.edu/provenance/1fbd43e7-1834-32b2-9918-bf041046b215,http://vocab.getty.edu/ulan/500445633
https://data.getty.edu/provenance/9d840891-498b-389e-836e-daaf87f2a967,http://vocab.getty.edu/ulan/500443261
https://data.getty.edu/provenance/62fa24f3-5a11-3a02-bf78-378d8d49c6a1,http://vocab.getty.edu/ulan/500417095
https://data.getty.edu/provenance/d2d48463-1757-3529-a2e7-6212d8ec6e8f,http://vocab.getty.edu/ulan/500213367
https://data.getty.edu/provenance/a8c48e12-3539-337a-a314-0ce3e957b8df,http://vocab.getty.edu/ulan/500437467
https://data.getty.edu/provenance/2239006f-f312-3bfc-9edc-24ebcfcba9b5,http://vocab.getty.edu/ulan/500443607
https://data.getty.edu/provenance/34b4c526-ac8c-38a3-9609-8b854f3f63a0,
https://data.getty.edu/provenance/366f8a46-0226-30e3-9051-29df1addc7f5,http://vocab.getty.edu/ulan/500445569
https://data.getty.edu/provenance/6c67aee7-ecb5-396c-a4a5-09354691f708,
https://data.getty.edu/provenance/710f0548-290d-3118-93ad-469e61eafcd6,
https://data.getty.edu/provenance/233cd121-5f0b-36d4-9ce4-debb22e84f52,http://vocab.getty.edu/ulan/500434826
https://data.getty.edu/provenance/1446bd05-f521-3bee-9450-f564ed24192e,http://vocab.getty.edu/ulan/500301798
https://data.getty.edu/provenance/7bbc7e3c-e25d-389f-aa8d-a3654202631d,http://vocab.getty.edu/ulan/500446651
https://data.getty.edu/provenance/7cedef74-a453-3300-8ea9-d05598b9cf8c,http://vocab.getty.edu/ulan/500445660
https://data.getty.edu/provenance/89a016b7-faff-3fc2-993b-741a4d19a7f5,http://vocab.getty.edu/ulan/500446338
https://data.getty.edu/provenance/2eae4bf9-bc65-3f35-931a-cfd3a3681ea0,http://vocab.getty.edu/ulan/500418348
https://data.getty.edu/provenance/63775847-653f-3cbc-8269-fd7ac7bc5f62,http://vocab.getty.edu/ulan/500265900
https://data.getty.edu/provenance/360011ae-6385-3df1-8bf2-e9e42c036056,http://vocab.getty.edu/ulan/500448859
https://data.getty.edu/provenance/1d340603-c4d7-3d7d-b774-cb19cb714a63,http://vocab.getty.edu/ulan/500445720
https://data.getty.edu/provenance/1b7709f2-5f47-30b0-8984-4452e2a39460,http://vocab.getty.edu/ulan/500445918
https://data.getty.edu/provenance/bb8a7d87-4e01-34fc-bf63-f05d84524c56,
https://data.getty.edu/provenance/38190d18-a9f0-375a-bc97-b75a339bbc79,http://vocab.getty.edu/ulan/500409232
https://data.getty.edu/provenance/34acb523-13af-33d4-aac9-9782b378d15d,http://vocab.getty.edu/ulan/500434840
https://data.getty.edu/provenance/04e8c2ba-ebc2-38e9-b02f-7da4c2c954f9,http://vocab.getty.edu/ulan/500444569
https://data.getty.edu/provenance/7f070021-c467-38c5-ba2d-ca1339e3901e,http://vocab.getty.edu/ulan/500067127
https://data.getty.edu/provenance/fa105de7-8364-38f3-9826-ea4104a4f328,http://vocab.getty.edu/ulan/500445138
https://data.getty.edu/provenance/4f64abee-ee13-315d-8c44-6a8082d4864c,http://vocab.getty.edu/ulan/500310865
https://data.getty.edu/provenance/1a64f648-fd08-30fe-85a4-4f2663636506,http://vocab.getty.edu/ulan/500445430
https://data.getty.edu/provenance/f493acde-2747-3038-9fdf-cf2ea277044f,http://vocab.getty.edu/ulan/500434184
https://data.getty.edu/provenance/6c92558d-f8e1-3656-bdac-7224563971cc,http://vocab.getty.edu/ulan/500448835
https://data.getty.edu/provenance/abb9cef4-d46c-33ee-83bd-43cceecbccc5,http://vocab.getty.edu/ulan/500445443
https://data.getty.edu/provenance/87b30da1-1971-3708-addd-6471b9cc6261,
https://data.getty.edu/provenance/d0040023-8d71-3bac-83cd-851f7eb236a4,http://vocab.getty.edu/ulan/500441870
https://data.getty.edu/provenance/1963e74b-deaa-3b98-a4f7-5f756cd46bf4,http://vocab.getty.edu/ulan/500284805
https://data.getty.edu/provenance/0e4a4b31-b2f4-3a24-89d7-e59025370499,http://vocab.getty.edu/ulan/500443418
https://data.getty.edu/provenance/16935cb6-44f0-3ec6-b397-9c13fb88c462,
https://data.getty.edu/provenance/ae328071-633d-3bfa-909b-435cf64ad6b2,http://vocab.getty.edu/ulan/500435615
https://data.getty.edu/provenance/e803b8c5-1550-3f65-8c72-7a7a69efd6cd,
https://data.getty.edu/provenance/f052ea23-8ebb-33f1-9132-179085cdbed1,http://vocab.getty.edu/ulan/500437237
