STAR Record No.,PI Record No.,Stock Book No.,Knoedler Number,Page Number,Row Number,Consign. No.,Consign. Name,Consign. Auth,Consign. Loc.,Artist Name 1,Art. Authority 1,Nationality 1,Attrib Mod 1,Attrib Mod Auth1,Artist Name 2,Art. Authority 2,Nationality 2,Attrib Mod 2,Attrib Mod Auth2,Title,Description,Subject,Genre,Object Type,Materials,Dimensions,Entry Date-Year,Entry Date-Month,Entry Date-Day,Sale Date-Year,Sale Date-Month,Sale Date-Day,Purch. Amount,Purch. Currency,Purch. Note,KnoedPurch Amt.,KnoedPurch Curr.,KnoedPurch Note,Price Amount,Price Currency,Price Note,KnoedSale Amt.,KnoedSale Curr.,KnoedSale Note,Seller Name 1,Seller Loc 1,Sell Auth Name 1,Sell Auth Loc 1,Sell Auth Mod 1,Seller Name 2,Seller Loc 2,Sell Auth Name 2,Sell Auth Loc 2,Sell Auth Mod 2,Seller Name 3,Seller Loc 3,Sell Auth Name 3,Sell Auth Loc 3,Sell Auth Mod 3,Joint Own 1,Joint Own Auth 1,Joint Own Sh 1,Joint Own 2,Joint Own Auth 2,Joint Own Sh 2,Joint Own 3,Joint Own Auth 3,Joint Own Sh 3,Transaction,Buyer Name 1,Buyer Loc 1,Buy Auth Name 1,Buy Auth Addr 1,Buy Auth Mod 1,Buyer Name 2,Buyer Loc 2,Buy Auth Name 2,Buy Auth Addr 2,Buy Auth Mod 2,Folio,prev own 1,prev own auth1,prev own loc1,prev own 2,prev own auth2,prev own loc2,prev own 3,prev own auth3,prev own loc3,prev own 4,prev own auth4,prev own loc4,prev own 5,prev own auth5,prev own loc5,prev own 6,prev own auth6,prev own loc6,prev own 7,prev own auth7,prev own loc7,prev own 8,prev own auth8,prev own loc8,prev own 9,prev own auth9,prev own loc9,post owner,post own auth,Present Loc Geog,Present Loc Inst,Present Loc Acc,Activity URL,Object URL,Buyer URL,Buyer ULAN ID,Buyer WD Image URL,Buyer WD Entity URL,Artist URL,Artist ULAN ID,Artist WD Image URL,Artist WD Entity URL,Present Loc Note,Working Note,Verbatim Notes,Rosetta Handle,Main Heading,Subheading,Flag
70937,K-27182,8.0,15405,7.0,7.0,NA,NA,NA,NA,"Stuart, Gilbert","STUART, GILBERT",American,NA,NA,NA,NA,NA,NA,NA,Lord Oriel Foster,NA,NA,Portrait,Painting,NA,NA,1928.0,1.0,0.0,1930.0,1.0,0.0,[6000],dollars,shared,3000.0,dollars,NA,18000.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott & Fowles,Scott and Fowles,44928.0,NA,NA,NA,NA,NA,NA,Sold,William R. Nelson Trust,NA,"Kansas City, MO, USA.  Nelson-Atkins Museum of Art","no street address, Kansas City, MO, USA",NA,NA,NA,NA,NA,NA,110.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas City, MO, USA",Nelson-Atkins Museum of Art,30-20,,,,,,,,,,,titled The Right Honorable John Foster,NA,Scott & Fowles 1/2,http://hdl.handle.net/10020/2012m54_fl4156384,New York January 1928,NA,NA
71048,K-27293,8.0,16846,18.0,5.0,NA,NA,NA,NA,Elias Nicolaes,"ELIASZ., NICOLAES (NICOLAES ELIASZ. PICKENOY)",Dutch,NA,NA,NA,NA,NA,NA,NA,Port of a Nobleman,NA,NA,Portrait,Painting,NA,NA,1928.0,1.0,0.0,1928.0,11.0,14.0,6000.0,dollars,NA,NA,NA,NA,2400.0,pounds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,"Sir Geo. Leon, Bart.",London,"Leon, George Edward, 2nd Bart.","8 Clarges St., London, England, UK",NA,NA,NA,NA,NA,NA,111.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles, CA, USA",J. Paul Getty Museum,94.PB.1,https://data.getty.edu/provenance/6ca66776-d069-38b3-b6eb-df6b097af43c,https://data.getty.edu/provenance/0c857b9d-b496-3499-a8e0-ba2c75827b83,https://data.getty.edu/provenance/24fb0c81-2b2c-309e-9cae-7e10bc79c44f,http://vocab.getty.edu/ulan/500444127,,,https://data.getty.edu/provenance/1f359879-da63-32b5-97b7-a8dde2f71d1d,http://vocab.getty.edu/ulan/500017284,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaes%20Eliasz.%20Pickenoy%20-%20Self-Portrait%20at%20the%20Age%20of%20Thirty-Six%20-%20WGA17440.jpg,http://www.wikidata.org/entity/Q632846,NA,NA,Duplicate of K-A1373,http://hdl.handle.net/10020/2012m54_fl4156395,New York January 1928,NA,NA
71051,K-27296,8.0,16849,18.0,11.0,NA,NA,NA,NA,Ruisdael S. van,"RUYSDAEL, SALOMON VAN",Dutch,NA,NA,NA,NA,NA,NA,NA,The Ferry Boat,NA,NA,Genre,Painting,NA,NA,1928.0,1.0,0.0,1933.0,10.0,6.0,[10000],dollars,shared,5000.0,dollars,NA,18500.0,dollars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farr,"Farr, Daniel H.",44928.0,NA,NA,NA,NA,NA,NA,Sold,Rhode Island School of Design,NA,"Providence, RI, USA.  RISD Museum","no street address, Providence, RI, USA",NA,NA,NA,NA,NA,NA,266.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providence, RI, USA",RISD Museum,33.204,https://data.getty.edu/provenance/9d05df1a-2044-31f3-aadb-c7734b0835bb,https://data.getty.edu/provenance/d9426941-8cd2-3903-aa7e-056abee48882,https://data.getty.edu/provenance/23c37f71-2204-3779-acab-6e705a11d1fb,http://vocab.getty.edu/ulan/500443538,,,https://data.getty.edu/provenance/bfdc1aa8-94d9-313a-8cc5-e57b749c2e07,http://vocab.getty.edu/ulan/500010095,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156395,New York January 1928,NA,NA
71054,K-27299,8.0,16855,18.0,17.0,NA,NA,NA,NA,Gainsborough T.,"GAINSBOROUGH, THOMAS",British,NA,NA,NA,NA,NA,NA,NA,James Christie,NA,NA,Portrait,Painting,NA,NA,1928.0,1.0,0.0,1937.0,12.0,18.0,[150000],dollars,shared,50000.0,dollars,NA,1000.0,pounds,"for A759, A244, A451, 16855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agnew,Agnew's,44929.0,Colnaghi,Colnaghi's,44929.0,NA,NA,NA,Sold,P. & D. Colnaghi & Co,NA,Colnaghi's,"no street address, London, England, UK",NA,NA,NA,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles, CA, USA",J. Paul Getty Museum,70.PA.16,https://data.getty.edu/provenance/fbc91494-294c-30a6-b6dc-885f3ea074ed,https://data.getty.edu/provenance/09539ab1-416d-3870-810b-8a6b3b604368,https://data.getty.edu/provenance/e58f4290-9160-3b64-9006-ed136dbd8d2a,http://vocab.getty.edu/ulan/500437313,,,https://data.getty.edu/provenance/8cc4b65a-ae05-39d1-9726-675b7c7d0161,http://vocab.getty.edu/ulan/500115200,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Gainsborough%20by%20Thomas%20Gainsborough.jpg,http://www.wikidata.org/entity/Q192720,NA,NA,"Colnaghi 1/3, Agnew 1/3; Duplicate of K-A1983",http://hdl.handle.net/10020/2012m54_fl4156395,New York January 1928,NA,NA
71209,K-27454,8.0,A409,59.0,41.0,NA,NA,NA,NA,Rembrandt,REMBRANDT HARMENSZ. VAN RIJN,Dutch,NA,NA,NA,NA,NA,NA,NA,Pt of the artist,NA,NA,Portrait,Painting,NA,26 x 33 1/4,1928.0,11.0,6.0,1929.0,1.0,0.0,[50000],pounds,NA,25000.0,pounds,NA,475000.0,dollars,NA,NA,NA,NA,P. & D. Colnaghi & Co,London,Colnaghi's,"London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colnaghi,Colnaghi's,44928.0,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,Wash,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,122.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1937.1.72,https://data.getty.edu/provenance/48f09465-367a-3729-84a6-0a128071f783,https://data.getty.edu/provenance/da62ea62-4a3b-3822-a248-89bbe155fd90,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/dde29a68-fea4-3f3d-89b2-dbc0688a48ae,http://vocab.getty.edu/ulan/500011051,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20Self-Portrait%20-%20Google%20Art%20Project.jpg,http://www.wikidata.org/entity/Q5598,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156436,NA,NA,NA
71233,K-27478,8.0,A433,61.0,27.0,NA,NA,NA,NA,G. Inness,"INNESS, GEORGE",American,NA,NA,NA,NA,NA,NA,NA,"Moonlight, Tarpoon Springs",NA,NA,Landscape,Painting,NA,45 x 30,1928.0,11.0,0.0,1939.0,7.0,19.0,6000.0,dollars,NA,NA,NA,NA,10000.0,dollars,NA,NA,NA,NA,Phillips Memorial,NA,"Washington, DC, USA.  The Phillips Collection","Washington, DC, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Phillips Memorial Gallery,NA,"Washington, DC, USA.  The Phillips Collection","1600 21st St., Washington, DC, USA",NA,NA,NA,NA,NA,NA,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",The Phillips Collection,930.0,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156438,NA,NA,NA
71278,K-27523,8.0,A477,65.0,21.0,NA,NA,NA,NA,V. van Gogh,"GOGH, VINCENT VAN",Dutch,NA,NA,NA,NA,NA,NA,NA,La Mousme,NA,NA,Portrait,Painting,NA,24 x 28 7/8,1929.0,1.0,14.0,1929.0,6.0,29.0,5401.9,pounds,shared,2700.14/9,pounds,NA,5806.2,pounds,NA,NA,NA,NA,Alex Reid & Lefevre,London,"Reid, (Alex), and Lefevre, Ltd.","London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reid & Lefevre,"Reid, (Alex), and Lefevre, Ltd.",44928.0,NA,NA,NA,NA,NA,NA,Sold,Reid & Lefevre,London,"Reid, (Alex), and Lefevre, Ltd.","no street address, London, England, UK",NA,NA,NA,NA,NA,NA,140.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1963.10.151,https://data.getty.edu/provenance/6a9b00ac-b8c2-380b-9f7b-60a85da6e59b,https://data.getty.edu/provenance/009c2b12-b49b-3889-996c-dfc0dae4fbe0,https://data.getty.edu/provenance/6f7e4ee1-0af5-3cbc-af12-0d00b0b4af6f,http://vocab.getty.edu/ulan/500434176,,,https://data.getty.edu/provenance/8042aa22-d6ad-310f-9ec6-f1467b24d593,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156442,NA,NA,NA
71312,K-27557,8.0,A511,68.0,3.0,NA,NA,NA,NA,Paolo Veneziano,PAOLO VENEZIANO,Italian,and Giovanni Veneziano,NA,Giov. Veneziano,GIOVANNI VENEZIANO,Italian,and Paolo Veneziano,NA,Coronation of the Virgin,NA,Religious (narrative),History,Painting,NA,NA,1929.0,1.0,30.0,1930.0,4.0,0.0,8000.0,pounds,NA,NA,NA,NA,190000.0,dollars,NA,NA,NA,NA,A.S. Drey,Munich,"Drey, A.S.","München, Deutschland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,The Frick Collection,NA,"New York, NY, USA.  The Frick Collection","no street address, New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York, NY, USA",The Frick Collection,1930.1.124,https://data.getty.edu/provenance/23b6912e-5dd4-3187-9cdb-79f71dafc4fc,https://data.getty.edu/provenance/79782794-d1de-3206-aadf-1f9930e6ceba,https://data.getty.edu/provenance/60992960-294f-3bc9-b09a-aed994f3e52b,http://vocab.getty.edu/ulan/500303594,http://commons.wikimedia.org/wiki/Special:FilePath/Frick%20collection%20jan06.jpg,http://www.wikidata.org/entity/Q682827,https://data.getty.edu/provenance/cecbccdf-7e81-3ced-8f65-9d494ae8952c,http://vocab.getty.edu/ulan/500032292,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20Madonna%20col%20Bambino%20e%20due%20committenti%20di%20Paolo%20Veneziano.jpg,http://www.wikidata.org/entity/Q741062,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156445,NA,NA,NA
71340,K-27585,8.0,A539,69.0,51.0,NA,NA,NA,NA,Geo. Seurat,"SEURAT, GEORGES PIERRE",French,NA,NA,NA,NA,NA,NA,NA,Port-en-Bessin maree basse,NA,Marines,Landscape,Painting,NA,25 5/8 x 21 3/8,1929.0,2.0,20.0,1933.0,12.0,30.0,4000.0,pounds,NA,NA,NA,NA,17000.0,dollars,NA,NA,NA,NA,Geo. Bernheim,Paris,"Bernheim, Georges","Paris, France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,City Art Museum,St Louis,"Saint Louis, MO, USA.  Saint Louis Art Museum","no street address, Saint Louis, MO, USA",NA,NA,NA,NA,NA,NA,272.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Louis, MO, USA",Saint Louis Art Museum,1.5097222222222222,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156446,NA,NA,NA
71417,K-27662,8.0,A616,75.0,53.0,NA,NA,NA,NA,P.A. Renoir,"RENOIR, PIERRE AUGUSTE",French,NA,NA,NA,NA,NA,NA,NA,Madame Henriot en Travesti,NA,NA,Portrait,Painting,NA,63 1/2 x 41,1929.0,3.0,0.0,1930.0,1.0,0.0,5636.6,pounds,shared,2818.3,pounds,NA,117500.0,dollars,NA,NA,NA,NA,Reid & Lefevre,London,"Reid, (Alex), and Lefevre, Ltd.","London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reid & Lefevre,"Reid, (Alex), and Lefevre, Ltd.",44928.0,NA,NA,NA,NA,NA,NA,Sold,Stephen C. Clark,NA,"Clark, Stephen Carlton","46 E. 70th St./149 Broadway, New York, NY, USA",NA,NA,NA,NA,NA,NA,93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbus, OH, USA",Columbus Museum of Art,1944.003.,,,,,,,,,,,NA,NA,12/22/48 Miss King found a record at Frick gal that the Columbus Gal of Fine Arts now has the ptg  at Columbus 1975; Wagram Collection,http://hdl.handle.net/10020/2012m54_fl4156452,NA,NA,NA
71429,K-27674,8.0,A628,76.0,36.0,NA,NA,NA,NA,P.A. Renoir,"RENOIR, PIERRE AUGUSTE",French,NA,NA,NA,NA,NA,NA,NA,Femme Tricotant,NA,NA,Genre,Painting,NA,25 1/2 x 21 1/4,1929.0,3.0,0.0,1932.0,2.0,1.0,603.17,pounds,shared,301.18.11,pounds,NA,6000.0,dollars,NA,NA,NA,NA,Reid & Lefevre,London,"Reid, (Alex), and Lefevre, Ltd.","London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reid & Lefevre,"Reid, (Alex), and Lefevre, Ltd.",44928.0,NA,NA,NA,NA,NA,NA,Sold,Barnes Foundation,Merion PA,"Philadelphia, PA, USA.  The Barnes Foundation","no street address, Merion, PA, USA",NA,NA,NA,NA,NA,NA,228.0,Wagram Collection,"Du Wagram, Prince",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philadelphia, PA, USA",The Barnes Foundation,BF 900,,,,,,,,,,,as Woman Sewing,NA,Wagram Collection,http://hdl.handle.net/10020/2012m54_fl4156453,NA,NA,NA
71485,K-27730,8.0,A163,39.0,25.0,NA,NA,NA,NA,H. Daumier,"DAUMIER, HONORÉ VICTORIN",French,NA,NA,NA,NA,NA,NA,NA,Les Lutteuses,[La parade des saltimbanques],NA,Genre,Painting,NA,13 3/4 x 10 3/4,1928.0,3.0,28.0,1928.0,11.0,23.0,450000.0,francs,NA,NA,NA,NA,35000.0,dollars,NA,NA,NA,NA,Baron Vitta,Paris,"VITTA, BARON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Phillips Memorial Gallery,Wash,"Washington, DC, USA.  The Phillips Collection","1218 Connecticut Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,39.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",The Phillips Collection,380.0,,,,,,,,,,,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156416,NA,NA,NA
71541,K-27786,8.0,A219,43.0,27.0,NA,NA,NA,NA,A. van Dyck,"DYCK, ANTHONIE VAN",Flemish,NA,NA,NA,NA,NA,NA,NA,St Martin Dividing his Cloak with the Beggars,NA,Religious (narrative),History,Painting,NA,9 5/8 x 13 5/8,1928.0,5.0,0.0,1928.0,9.0,29.0,3045.0,pounds,shared,1522.1,pounds,NA,21000.0,dollars,NA,NA,NA,NA,Christie Manson & Woods,London,Christie's,"London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott & Fowles,Scott and Fowles,44928.0,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,NA,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,104.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1970.17.107,https://data.getty.edu/provenance/754b016c-5164-3143-a4ee-eee1bb80e8a2,https://data.getty.edu/provenance/f411dcde-3c4a-3d2c-bcaf-fd32592202d1,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/3530afb1-8617-3798-b8a6-43db8ab46bc9,http://vocab.getty.edu/ulan/500115190,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Anthony%20van%20Dyck%20-%20Self-portrait.jpg,http://www.wikidata.org/entity/Q150679,as Attributed to Jan Boeckhorst,NA,"10/1/48 In Possession of Mrs. Ailsa Mellon Bruce, per library",http://hdl.handle.net/10020/2012m54_fl4156420,NA,NA,NA
71577,K-27822,8.0,A255,46.0,53.0,NA,NA,NA,NA,Sir J. Reynolds,"REYNOLDS, JOSHUA",British,NA,NA,NA,NA,NA,NA,NA,Lady Elizabeth Compton afterward Lady Geo Cavendish,NA,NA,Portrait,Painting,NA,94 1/2 x 58 11/16,1928.0,7.0,3.0,1928.0,10.0,17.0,40000.0,pounds,NA,NA,NA,NA,500000.0,dollars,NA,NA,NA,NA,Trustees of Lord Chesham,NA,"Chesham, Charles Cavendish, 3rd Baron","London, England, UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,Wash,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1937.1.97,https://data.getty.edu/provenance/37716984-1044-34b1-ab59-ec0575f2f21c,https://data.getty.edu/provenance/7f65feeb-e56d-3e24-a4e8-6eb409cceedb,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/3c0646a1-97a9-30c4-953f-1ab1a0156232,http://vocab.getty.edu/ulan/500004539,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Joshua%20Reynolds%20-%20Self-Portrait%20-%20Google%20Art%20Project%20%282315517%29FXD.jpg,http://www.wikidata.org/entity/Q194402,NA,NA,Dimensions from NGA website,http://hdl.handle.net/10020/2012m54_fl4156423,NA,NA,NA
71591,K-27836,8.0,A269,48.0,18.0,NA,NA,NA,NA,Frans Hals,"HALS, FRANS (I)",Dutch,NA,NA,NA,NA,NA,NA,NA,Pt of a young man,NA,NA,Portrait,Painting,NA,8 3/8 x 11 1/8,1928.0,7.0,9.0,1929.0,1.0,0.0,5000.0,pounds,NA,NA,NA,NA,50000.0,dollars,NA,NA,NA,NA,F. Kleinberger,N.Y.,"Kleinberger, (F.), Galleries","New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,Wash,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,122.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1940.1.12,https://data.getty.edu/provenance/3a320545-9ee2-3253-849b-d1651c1aa8b1,https://data.getty.edu/provenance/72969e20-9764-30a4-8cf9-3aea196490f4,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/47ab9775-8f0f-3aca-b971-5db9ea86cab6,http://vocab.getty.edu/ulan/500027794,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%20%281582-83%E2%80%931666%29%20MET%20DP251935.jpg,http://www.wikidata.org/entity/Q167654,NA,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156425,NA,NA,NA
71635,K-27880,8.0,A313,51.0,35.0,NA,NA,NA,NA,F. Goya,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,NA,NA,NA,NA,NA,NA,NA,Queen Maria Luisa of Spain,NA,NA,Portrait,Painting,NA,11 3/4 x 18 1/4,1928.0,8.0,0.0,1928.0,10.0,17.0,[286200],francs,"for numbers A313-A314, shared",143100.0,francs,for numbers A313-A314,35000.0,dollars,for numbers A313 & A314,NA,NA,NA,Trotti & Co,Paris,Trotti et Cie,"Paris, France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trotti,Trotti et Cie,44928.0,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,Wash,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1937.1.87,https://data.getty.edu/provenance/21dbb061-99cc-3e13-8210-f3479fe88fb3,https://data.getty.edu/provenance/3521a718-c048-32df-860d-b0a8e4cba51d,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/c56d8492-7fb5-3474-a0ab-4029c10336a1,http://vocab.getty.edu/ulan/500118936,http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20L%C3%B3pez%20Porta%C3%B1a%20-%20el%20pintor%20Francisco%20de%20Goya.jpg,http://www.wikidata.org/entity/Q5432,as Workshop of Goya; Anonymous,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156428,NA,NA,NA
71636,K-27881,8.0,A314,51.0,38.0,NA,NA,NA,NA,F. Goya,"GOYA Y LUCIENTES, FRANCISCO JOSÉ DE",Spanish,NA,NA,NA,NA,NA,NA,NA,King of Spain Don Carlos,NA,NA,Portrait,Painting,NA,11 3/4 x 18 1/4,1928.0,8.0,0.0,1928.0,10.0,17.0,[286200],francs,"for numbers A313-A314, shared",143100.0,francs,for numbers A313-A314,35000.0,dollars,for numbers A313 & A314,NA,NA,NA,Trotti & Co,Paris,Trotti et Cie,"Paris, France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trotti,Trotti et Cie,44928.0,NA,NA,NA,NA,NA,NA,Sold,Hon. A.W. Mellon,Wash,"Mellon, Andrew W.","1785 Massachussetts Ave., Washington, DC, USA",NA,NA,NA,NA,NA,NA,109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington, DC, USA",National Gallery of Art,1937.1.86,https://data.getty.edu/provenance/e275d284-6325-3f05-bcd2-8205472695c0,https://data.getty.edu/provenance/a44b1c65-fc24-3ca3-b015-2c623be7542c,https://data.getty.edu/provenance/13800fee-00f1-3bd4-aa82-bafd8598c61d,http://vocab.getty.edu/ulan/500356367,http://commons.wikimedia.org/wiki/Special:FilePath/AWMellon.jpg,http://www.wikidata.org/entity/Q446858,https://data.getty.edu/provenance/c56d8492-7fb5-3474-a0ab-4029c10336a1,http://vocab.getty.edu/ulan/500118936,http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20L%C3%B3pez%20Porta%C3%B1a%20-%20el%20pintor%20Francisco%20de%20Goya.jpg,http://www.wikidata.org/entity/Q5432,as Workshop of Goya; Anonymous,NA,NA,http://hdl.handle.net/10020/2012m54_fl4156428,NA,NA,NA
